id_transaccion,fecha,cliente_id,tipo_transaccion,monto,moneda,estado,sucursal
349,2024-03-11,CLI051,retiro,2355.63,PAN,,Centro 
350,2024-01-13,CLI080,TRANSFERENCIA,4449.5,EUR,RECHAZADA,  Los Santos
351,2024-05-06,CLI043, DEPOSITO ,1609.06,,PENDIENTE,Centro 
352,2024-09-05,CLI056,TRANSFERENCIA,2011.16,EUR,DESCONOCIDO,Centro 
353,13/01/2024,CLI084,RETIRO,4159.04,USD,,
354,27/09/2024,CLI018,RETIRO,3597.32,USD,DESCONOCIDO,
355,27/07/2024,CLI078,DEPOSITO,2633.02,,APROBADA,  Los Santos
356,08/05/2024,CLI026,deposito,3396.02,,APROBADA,Panama Viejo
357,13/05/2024,CLI023,TRANSFERENCIA,4428.95,EUR,,Panama Viejo
358,2024-11-28,CLI041,deposito,4845.03,PAN,RECHAZADA,  Los Santos
359,2024-05-16,CLI089,DEPOSITO,58.98,USD,PENDIENTE,
360,2024-10-06,CLI074,RETIRO,3095.21,USD,RECHAZADA,Colon
361,2024-01-10,CLI042,RETIRO,2812.01,USD,,Centro 
362,31/03/2024,CLI051,TRANSFERENCIA,2935.48,USD,PENDIENTE,  Los Santos
363,2024-01-02,CLI073,TRANSFERENCIA,3732.86,EUR,APROBADA,Panama Viejo
364,13/12/2024,  CLI070  ,RETIRO,1503.95,USD,,  Los Santos
365,2024-10-08,  CLI099  , DEPOSITO ,$2075.21,,,Centro 
366,2024-02-16,CLI094,deposito,1111.98,EUR,PENDIENTE,Panama Viejo
367,2024-12-26,CLI091,TRANFERENCIA,4748.71,PAN,,Colon
368,22/03/2024,CLI038, DEPOSITO ,1441.82,PAN,DESCONOCIDO,Panama Viejo
369,2024-12-23,CLI009,TRANFERENCIA,$3926.87,USD,PENDIENTE,Colon
370,23/03/2024,CLI053,DEPOSITO,4558.1,EUR,APROBADA,Panama Viejo
371,2024-04-19,CLI018,retiro,27.17,USD,APROBADA,  Los Santos
372,2024-09-17,CLI031,deposito,2450.28,,DESCONOCIDO,Centro 
373,15/05/2024,CLI020,TRANFERENCIA,4610.55,USD,RECHAZADA,
374,13/01/2024,CLI049,retiro,2570.5,USD,,
375,07/02/2024,  CLI077  ,retiro,630.8,PAN,PENDIENTE,  Los Santos
376,2024-07-23,CLI052,TRANFERENCIA,4092.91,USD,APROBADA,
377,17/09/2024,CLI089,retiro,3351.26,,,Centro 
378,2024-07-16,CLI005,TRANSFERENCIA,$3625.61,PAN,RECHAZADA,
379,15/12/2024,CLI047,TRANFERENCIA,3539.75,EUR,DESCONOCIDO,Colon
380,2024-11-02,CLI069,TRANFERENCIA,-79.04,EUR,APROBADA,
381,2024-05-03,CLI011,TRANSFERENCIA,3403.97,,,Panama Viejo
382,2024-06-30,  CLI032  ,deposito,344.09,,DESCONOCIDO,Panama Viejo
383,2024-04-18,CLI046,RETIRO,135.31,PAN,RECHAZADA,Centro 
384,2024-07-13,  CLI079  ,TRANFERENCIA,3260.82,,APROBADA,Panama Viejo
385,2024-10-26,  CLI083  , DEPOSITO ,2845.56,,APROBADA,  Los Santos
386,09/11/2024,CLI052,TRANSFERENCIA,4449.89,USD,RECHAZADA,Panama Viejo
387,2024-02-27,CLI043, DEPOSITO ,881.98,USD,,
388,2024-01-28,CLI056,deposito,1527.66,,PENDIENTE,Panama Viejo
389,19/01/2024,  CLI013  ,DEPOSITO,500.02,,APROBADA,Colon
390,25/12/2024,CLI066,TRANFERENCIA,$1375.45,,,
391,15/12/2024,CLI072,RETIRO,$3118.5,USD,,  Los Santos
392,2024-09-28,CLI074,deposito,953.54,EUR,APROBADA,  Los Santos
393,2024-06-08,CLI048,TRANFERENCIA,1524.27,USD,PENDIENTE,Colon
394,01/10/2024,CLI099,RETIRO,$3524.72,USD,RECHAZADA,
395,27/12/2024,CLI089,TRANFERENCIA,1148.61,USD,APROBADA,Panama Viejo
396,07/12/2024,CLI045,deposito,$3070.18,EUR,,Centro 
397,2024-02-02,CLI062,DEPOSITO,2162.6,,RECHAZADA,  Los Santos
398,2024-10-23,  CLI054  ,DEPOSITO,$2358.97,,,Panama Viejo
399,2024-08-04,CLI011,retiro,440.23,,DESCONOCIDO,  Los Santos
400,2024-06-10,  CLI094  , DEPOSITO ,$2138.06,,,
401,2024-11-12,  CLI040  ,TRANFERENCIA,2940.22,EUR,,Centro 
402,2024-07-29,CLI027,TRANSFERENCIA,4164.49,,,Centro 
403,2024-09-12,CLI045,DEPOSITO,3043.21,,DESCONOCIDO,Centro 
404,2024-12-10,CLI057,deposito,4068.95,PAN,PENDIENTE,
405,2024-05-06,CLI058,retiro,3321.44,,RECHAZADA,Centro 
406,2024-04-05,CLI039,TRANFERENCIA,4865.78,,APROBADA,Colon
407,2024-02-08,  CLI091  , DEPOSITO ,2275.05,PAN,APROBADA,Panama Viejo
408,2024-05-22,  CLI044  ,retiro,$4066.13,PAN,,Panama Viejo
409,2024-05-16,CLI087,TRANFERENCIA,2288.21,USD,,Centro 
410,2024-09-16,CLI095, DEPOSITO ,3390.84,USD,DESCONOCIDO,Centro 
411,27/12/2024,CLI023,RETIRO,2273.52,USD,PENDIENTE,Centro 
412,05/12/2024,CLI043,deposito,1041.35,USD,RECHAZADA,  Los Santos
413,2024-05-01,CLI060,TRANSFERENCIA,3046.4,,APROBADA,Panama Viejo
414,09/11/2024,CLI052,DEPOSITO,1899.59,,PENDIENTE,Centro 
415,2024-10-22,CLI024,DEPOSITO,3292.42,PAN,DESCONOCIDO,Centro 
416,2024-12-04,CLI056, DEPOSITO ,4400.26,,PENDIENTE,  Los Santos
417,06/10/2024,CLI095,deposito,54.35,,RECHAZADA,
418,2024-11-07,CLI026,retiro,1692.35,EUR,,
419,2024-12-25,CLI055,RETIRO,771.09,,RECHAZADA,Centro 
420,2024-05-14,CLI091,RETIRO,2982.65,,DESCONOCIDO,Colon
421,2024-08-04,CLI036,TRANSFERENCIA,$523.63,USD,,Panama Viejo
422,27/09/2024,CLI009,retiro,3963.46,PAN,,
423,17/06/2024,CLI069,deposito,3212.2,EUR,RECHAZADA,Panama Viejo
424,08/12/2024,  CLI042  ,DEPOSITO,2617.0,EUR,RECHAZADA,  Los Santos
425,14/11/2024,  CLI015  ,retiro,2008.55,USD,PENDIENTE,Centro 
426,08/02/2024,CLI063,deposito,2694.54,USD,APROBADA,
427,2024-09-14,CLI082,retiro,1857.46,USD,RECHAZADA,Panama Viejo
428,17/06/2024,CLI050,retiro,4050.97,,,Panama Viejo
429,2024-01-11,CLI076, DEPOSITO ,3900.0,,RECHAZADA,Centro 
430,2024-11-21,  CLI046  ,retiro,3915.37,EUR,RECHAZADA,  Los Santos
431,08/07/2024,CLI080,retiro,1104.39,,,Centro 
432,2024-04-17,  CLI087  ,DEPOSITO,297.26,EUR,DESCONOCIDO,Centro 
433,14/10/2024,CLI039,TRANFERENCIA,2828.36,PAN,APROBADA,Panama Viejo
434,2024-06-06,CLI076,DEPOSITO,2920.03,EUR,RECHAZADA,Centro 
435,23/07/2024,  CLI018  , DEPOSITO ,2730.95,,PENDIENTE,
436,2024-05-05,CLI031,TRANSFERENCIA,798.49,USD,RECHAZADA,
437,2024-07-08,CLI024,DEPOSITO,255.0,USD,PENDIENTE,Centro 
438,2024-05-31,CLI019, DEPOSITO ,$4072.19,,RECHAZADA,Panama Viejo
439,2024-11-27,CLI054,deposito,1832.45,,PENDIENTE,  Los Santos
440,25/12/2024,CLI074,TRANSFERENCIA,3266.84,,PENDIENTE,Panama Viejo
441,2024-12-11,CLI024,retiro,$4087.0,,APROBADA,  Los Santos
442,2024-05-01,CLI069,deposito,4506.61,,,Colon
443,2024-04-07,CLI083,deposito,-99.06,EUR,,Colon
444,2024-10-08,CLI023,DEPOSITO,$754.59,EUR,PENDIENTE,Colon
445,25/10/2024,CLI063,TRANSFERENCIA,1888.91,PAN,APROBADA,Centro 
446,13/01/2024,CLI024, DEPOSITO ,897.9,EUR,RECHAZADA,  Los Santos
447,2024-05-04,CLI058,deposito,1514.65,EUR,RECHAZADA,Centro 
448,14/04/2024,CLI046,TRANFERENCIA,4557.34,EUR,,Centro 
449,2024-02-27,CLI063,RETIRO,4711.0,,DESCONOCIDO,Panama Viejo
450,02/06/2024,  CLI050  ,retiro,4911.16,,APROBADA,Panama Viejo
451,08/03/2024,CLI065,TRANFERENCIA,355.37,,,Centro 
452,2024-04-18,CLI053, DEPOSITO ,$4932.24,EUR,DESCONOCIDO,
453,09/11/2024,CLI054, DEPOSITO ,550.53,,DESCONOCIDO,Centro 
454,2024-04-07,CLI057,TRANSFERENCIA,1783.04,EUR,RECHAZADA,  Los Santos
455,2024-04-07,CLI011,TRANFERENCIA,170.95,EUR,DESCONOCIDO,Colon
456,2024-07-21,CLI098,deposito,4085.84,PAN,,
457,2024-12-28,CLI005,deposito,4292.36,USD,DESCONOCIDO,Centro 
458,07/02/2024,CLI069,DEPOSITO,1099.73,,,
459,2024-03-25,CLI100,DEPOSITO,1910.77,EUR,,Centro 
460,2024-05-14,CLI096,retiro,1852.23,EUR,DESCONOCIDO,Colon
461,2024-07-27,CLI064,deposito,2680.11,EUR,,Centro 
462,2024-08-04,CLI015,TRANFERENCIA,2321.84,,RECHAZADA,Panama Viejo
463,2024-02-11,CLI035,TRANSFERENCIA,1861.43,PAN,,  Los Santos
464,2024-03-12,CLI047, DEPOSITO ,4183.81,,DESCONOCIDO,
465,2024-07-27,CLI097,TRANFERENCIA,4987.03,USD,RECHAZADA,  Los Santos
466,2024-11-06,  CLI093  ,TRANSFERENCIA,584.81,PAN,DESCONOCIDO,
467,2024-10-03,CLI028,TRANSFERENCIA,$88.38,USD,PENDIENTE,
468,2024-10-01,CLI014,retiro,2382.18,PAN,PENDIENTE,Centro 
469,2024-10-14,CLI084,deposito,4950.11,PAN,,Centro 
470,28/08/2024,CLI039,RETIRO,$3214.79,PAN,,Centro 
471,2024-10-02,CLI005,RETIRO,2225.75,,PENDIENTE,Centro 
472,2024-06-21,CLI045, DEPOSITO ,2982.59,PAN,,
473,2024-02-19,CLI012,RETIRO,816.97,,RECHAZADA,  Los Santos
474,2024-11-17,CLI016,RETIRO,2715.46,,,Panama Viejo
475,2024-07-10,CLI031, DEPOSITO ,1712.07,,DESCONOCIDO,Centro 
476,2024-12-11,CLI095, DEPOSITO ,2983.32,USD,RECHAZADA,
477,13/10/2024,CLI045, DEPOSITO ,4218.7,PAN,,
478,2024-02-22,CLI079,TRANFERENCIA,2458.82,,DESCONOCIDO,
479,2024-02-01,CLI022,TRANFERENCIA,2685.45,,RECHAZADA,Panama Viejo
480,2024-01-26,CLI027,deposito,4888.99,,,Centro 
481,2024-05-22,CLI008,deposito,3494.9,,,Colon
482,2024-12-11,CLI069,TRANSFERENCIA,$2412.85,,,Colon
483,14/04/2024,CLI069,DEPOSITO,624.65,,APROBADA,Panama Viejo
484,06/03/2024,  CLI091  ,DEPOSITO,4916.25,,PENDIENTE,Centro 
485,2024-03-28,CLI074, DEPOSITO ,3872.24,,RECHAZADA,Panama Viejo
486,2024-05-31,CLI066,deposito,299.0,,APROBADA,  Los Santos
487,2024-03-04,CLI087,TRANSFERENCIA,351.08,PAN,RECHAZADA,
488,2024-08-02,CLI018,DEPOSITO,3682.6,,APROBADA,  Los Santos
489,2024-09-14,CLI053,retiro,298.22,,DESCONOCIDO,Centro 
490,2024-12-23,CLI036,DEPOSITO,3970.3,USD,,
491,09/10/2024,CLI017,retiro,169.15,USD,DESCONOCIDO,Panama Viejo
492,13/05/2024,CLI017,TRANFERENCIA,3870.49,,,
493,2024-10-29,CLI092,TRANSFERENCIA,2514.58,USD,RECHAZADA,
494,2024-06-01,CLI032,deposito,3642.45,EUR,RECHAZADA,Panama Viejo
495,2024-08-24,CLI087,retiro,4798.96,,,Centro 
496,08/02/2024,CLI019,TRANSFERENCIA,1374.96,PAN,,Centro 
497,2024-02-06,CLI035,retiro,$4615.09,PAN,,
498,2024-08-20,CLI049,deposito,3607.56,USD,DESCONOCIDO,Centro 
499,22/02/2024,CLI082,TRANSFERENCIA,213.23,USD,,Panama Viejo
500,2024-07-12,CLI099,TRANSFERENCIA,762.3,,RECHAZADA,  Los Santos
501,08/04/2024,  CLI066  ,TRANSFERENCIA,$4951.92,PAN,APROBADA,  Los Santos
502,2024-07-23,CLI089,DEPOSITO,3084.02,USD,DESCONOCIDO,Panama Viejo
503,2024-05-15,CLI048,RETIRO,320.8,,RECHAZADA,Panama Viejo
504,2024-08-31,CLI063,RETIRO,4242.37,,RECHAZADA,Colon
505,2024-08-02,CLI001, DEPOSITO ,575.95,USD,,Centro 
506,2024-06-09,CLI094,deposito,4275.08,USD,DESCONOCIDO,Colon
507,2024-08-04,  CLI059  , DEPOSITO ,$566.63,EUR,,
508,17/06/2024,CLI090,DEPOSITO,2918.03,,RECHAZADA,  Los Santos
509,2024-02-10,CLI009, DEPOSITO ,2177.93,USD,,Centro 
510,14/05/2024,CLI051,TRANFERENCIA,1232.39,PAN,,
511,2024-05-01,CLI055,deposito,2373.08,PAN,,Centro 
512,2024-11-17,CLI064,TRANSFERENCIA,4296.27,PAN,PENDIENTE,  Los Santos
513,2024-01-21,CLI037,TRANSFERENCIA,330.45,PAN,RECHAZADA,  Los Santos
514,25/12/2024,CLI074,deposito,$4670.37,USD,PENDIENTE,Colon
515,28/06/2024,  CLI063  ,RETIRO,2429.34,,APROBADA,Panama Viejo
516,2024-09-27,CLI088,retiro,3828.88,PAN,DESCONOCIDO,Colon
517,2024-01-14,CLI006, DEPOSITO ,2144.94,USD,APROBADA,Panama Viejo
518,2024-07-12,  CLI059  ,TRANFERENCIA,975.37,,RECHAZADA,  Los Santos
519,2024-09-05,  CLI021  ,DEPOSITO,1659.89,EUR,,
520,2024-08-04,CLI001,deposito,3752.97,,APROBADA,Panama Viejo
521,2024-02-27,CLI055,RETIRO,$846.33,,RECHAZADA,  Los Santos
522,2024-02-20,CLI089,TRANFERENCIA,1436.97,,APROBADA,Colon
523,2024-11-21,CLI084,DEPOSITO,3737.38,EUR,,Colon
524,2024-02-19,CLI036,DEPOSITO,1836.98,EUR,,Colon
525,2024-12-18,  CLI047  ,DEPOSITO,2320.41,,DESCONOCIDO,Colon
526,14/08/2024,CLI048,deposito,$4352.69,USD,RECHAZADA,
527,2024-02-03,CLI084,DEPOSITO,$4636.84,USD,APROBADA,  Los Santos
528,2024-12-15,  CLI051  ,retiro,3360.32,,,Colon
529,21/01/2024,CLI093,TRANSFERENCIA,3382.67,,RECHAZADA,Colon
530,2024-03-12,CLI030,retiro,$4589.38,,,Colon
531,02/06/2024,CLI012,TRANFERENCIA,4776.54,,RECHAZADA,Panama Viejo
532,2024-01-31,CLI001,deposito,4582.01,USD,RECHAZADA,Panama Viejo
533,2024-08-10,CLI010,deposito,1608.33,USD,RECHAZADA,Panama Viejo
534,2024-11-06,  CLI029  ,TRANFERENCIA,401.21,,RECHAZADA,  Los Santos
535,2024-03-05,CLI057,deposito,1894.88,,PENDIENTE,Centro 
536,2024-12-09,  CLI090  , DEPOSITO ,3720.36,,,
537,2024-06-23,CLI016,TRANSFERENCIA,2902.49,USD,RECHAZADA,Centro 
538,2024-01-17,CLI055,RETIRO,1620.77,PAN,,Colon
539,2024-12-19,CLI062, DEPOSITO ,817.57,EUR,APROBADA,
540,2024-01-04,  CLI050  , DEPOSITO ,3331.29,EUR,DESCONOCIDO,
541,2024-10-03,  CLI014  ,TRANSFERENCIA,-39.0,,PENDIENTE,Centro 
542,2024-02-01,  CLI048  ,deposito,$528.5,USD,RECHAZADA,  Los Santos
543,2024-09-07,CLI018,deposito,1019.02,,PENDIENTE,
544,2024-08-17,CLI097,TRANSFERENCIA,884.71,PAN,,
545,2024-03-12,CLI083,deposito,$468.79,USD,,
546,02/10/2024,CLI019,retiro,3248.69,,,  Los Santos
547,15/05/2024,  CLI073  , DEPOSITO ,4747.49,EUR,,Centro 
548,2024-07-04,  CLI084  , DEPOSITO ,3511.18,EUR,,
549,2024-02-22,  CLI045  ,retiro,$4283.64,,APROBADA,
550,2024-01-21,CLI081,RETIRO,$3285.41,PAN,PENDIENTE,
551,2024-01-28,CLI053,deposito,2786.95,,DESCONOCIDO,  Los Santos
552,2024-07-04,CLI057,deposito,4469.61,PAN,,
553,2024-06-10,CLI012,RETIRO,1192.01,EUR,DESCONOCIDO,Centro 
554,2024-11-23,CLI018,TRANFERENCIA,4674.53,USD,,Centro 
555,2024-10-03,CLI076,retiro,4605.75,PAN,APROBADA,
556,2024-09-27,CLI045,TRANFERENCIA,2077.62,,,Panama Viejo
557,2024-02-14,CLI041, DEPOSITO ,3826.39,PAN,RECHAZADA,  Los Santos
558,2024-02-22,CLI032,deposito,726.03,,PENDIENTE,Centro 
559,2024-06-22,CLI011,TRANSFERENCIA,$3887.76,USD,PENDIENTE,
560,2024-02-21,CLI077,RETIRO,1596.54,,PENDIENTE,  Los Santos
561,2024-08-22,CLI078,deposito,$4778.47,EUR,,Panama Viejo
562,2024-04-18,CLI089,DEPOSITO,2146.93,PAN,APROBADA,Panama Viejo
563,2024-12-09,  CLI085  ,TRANSFERENCIA,4635.79,,APROBADA,Centro 
564,20/03/2024,CLI027,DEPOSITO,810.06,EUR,PENDIENTE,
565,2024-07-13,CLI066,RETIRO,633.75,EUR,APROBADA,
566,14/07/2024,  CLI051  ,TRANFERENCIA,1013.77,EUR,RECHAZADA,Centro 
567,10/06/2024,CLI007,TRANSFERENCIA,4554.31,,APROBADA,  Los Santos
568,2024-09-07,CLI031,deposito,426.76,,,Centro 
569,2024-01-02,CLI015,deposito,$2861.01,PAN,,Centro 
570,2024-03-20,CLI082,DEPOSITO,2174.0,USD,PENDIENTE,Colon
571,2024-04-12,CLI068,TRANFERENCIA,659.16,USD,DESCONOCIDO,
572,2024-04-21,CLI002,TRANSFERENCIA,4657.76,USD,DESCONOCIDO,Centro 
573,07/05/2024,CLI041,retiro,1258.83,,DESCONOCIDO,Centro 
574,04/08/2024,  CLI073  ,deposito,4513.55,,PENDIENTE,Panama Viejo
575,30/11/2024,CLI070, DEPOSITO ,2528.45,USD,PENDIENTE,Panama Viejo
576,2024-04-08,CLI098, DEPOSITO ,2402.47,PAN,,Panama Viejo
577,2024-04-11,CLI099,RETIRO,4204.65,,,  Los Santos
578,2024-05-08,  CLI076  ,deposito,3905.45,USD,PENDIENTE,Colon
579,2024-05-01,  CLI034  ,RETIRO,-83.13,USD,APROBADA,  Los Santos
580,2024-04-21,CLI008,retiro,4071.68,,DESCONOCIDO,Panama Viejo
581,2024-03-26,CLI051,TRANSFERENCIA,2792.94,,PENDIENTE,Panama Viejo
582,2024-10-14,CLI081,retiro,1730.48,,,  Los Santos
583,2024-07-10,CLI099, DEPOSITO ,1943.14,,RECHAZADA,Centro 
584,25/12/2024,CLI090,deposito,4790.0,USD,PENDIENTE,
585,25/02/2024,CLI082,TRANSFERENCIA,$2677.79,,RECHAZADA,Centro 
586,2024-04-27,CLI079,TRANFERENCIA,310.33,,DESCONOCIDO,Panama Viejo
587,2024-03-12,  CLI011  ,deposito,3809.19,,,Colon
588,2024-09-17,CLI066,TRANSFERENCIA,800.75,EUR,,Centro 
589,2024-06-08,CLI020,TRANFERENCIA,$1926.98,PAN,PENDIENTE,
590,28/08/2024,CLI051,deposito,3449.0,EUR,,Panama Viejo
591,2024-01-23,CLI098,deposito,3116.15,,,
592,2024-02-05,CLI088,retiro,332.8,EUR,,Colon
593,2024-05-14,CLI040,deposito,3650.15,PAN,DESCONOCIDO,
594,2024-10-01,CLI094,DEPOSITO,$973.53,,,
595,2024-05-05,CLI031,RETIRO,2924.02,,RECHAZADA,Colon
596,28/06/2024,  CLI012  ,DEPOSITO,221.26,USD,APROBADA,Panama Viejo
597,2024-10-18,CLI015,retiro,1469.43,PAN,,Colon
598,25/10/2024,CLI078,RETIRO,4154.68,EUR,,Centro 
599,2024-02-27,  CLI086  ,RETIRO,4978.75,,,
600,2024-03-06,CLI095,TRANSFERENCIA,$289.71,,,Colon
601,2024-03-02,  CLI002  , DEPOSITO ,118.35,EUR,,
602,2024-10-23,CLI090,DEPOSITO,$4037.45,PAN,RECHAZADA,Centro 
603,2024-05-22,  CLI064  ,RETIRO,2237.69,EUR,PENDIENTE,  Los Santos
604,15/10/2024,CLI067, DEPOSITO ,4358.7,,,Panama Viejo
605,2024-11-27,CLI093, DEPOSITO ,$2900.94,,RECHAZADA,  Los Santos
606,05/01/2024,CLI048,deposito,88.08,,,Centro 
607,2024-08-22,  CLI100  ,deposito,$3272.62,,DESCONOCIDO,Panama Viejo
608,2024-08-27,CLI094,RETIRO,4581.9,,DESCONOCIDO,Colon
609,2024-11-01,CLI099,RETIRO,$3509.47,EUR,APROBADA,
610,23/07/2024,CLI043, DEPOSITO ,$869.52,USD,,
611,2024-09-12,CLI035,DEPOSITO,$1543.61,PAN,,Colon
612,2024-07-23,CLI034,DEPOSITO,2226.54,USD,DESCONOCIDO,  Los Santos
613,2024-03-11,CLI074,retiro,2914.32,PAN,PENDIENTE,Panama Viejo
614,2024-03-12,CLI064,RETIRO,442.29,,,
615,24/11/2024,CLI047,retiro,3975.79,,DESCONOCIDO,Centro 
616,2024-03-08,  CLI073  ,DEPOSITO,4002.71,USD,,
617,2024-06-14,  CLI021  ,retiro,4038.76,,RECHAZADA,Panama Viejo
618,2024-07-08,CLI014,DEPOSITO,3359.83,PAN,PENDIENTE,Centro 
619,2024-02-27,CLI087,RETIRO,4876.85,USD,,Centro 
620,20/01/2024,CLI030,RETIRO,600.38,EUR,RECHAZADA,Centro 
621,2024-10-02,CLI001,TRANFERENCIA,3944.82,EUR,RECHAZADA,Panama Viejo
622,2024-07-04,  CLI002  ,retiro,2924.73,,DESCONOCIDO,
623,2024-02-01,CLI061,deposito,515.8,USD,,Centro 
624,2024-11-23,CLI020,DEPOSITO,$2081.62,USD,PENDIENTE,  Los Santos
625,17/06/2024,  CLI005  , DEPOSITO ,2722.38,,RECHAZADA,Colon
626,2024-01-30,CLI092,retiro,4620.95,EUR,PENDIENTE,Centro 
627,2024-12-09,CLI054,RETIRO,$508.84,PAN,DESCONOCIDO,Colon
628,23/01/2024,CLI032,DEPOSITO,3023.45,,,Panama Viejo
629,2024-08-12,CLI093,deposito,-20.29,,APROBADA,  Los Santos
630,2024-02-05,CLI010,TRANFERENCIA,-67.62,,,Colon
631,09/12/2024,CLI016,TRANFERENCIA,354.62,USD,,Panama Viejo
632,2024-09-05,CLI007,RETIRO,4423.27,USD,PENDIENTE,Centro 
633,07/09/2024,  CLI067  , DEPOSITO ,4017.8,PAN,APROBADA,  Los Santos
634,05/01/2024,CLI052,retiro,3431.03,,,
635,2024-02-27,  CLI060  , DEPOSITO ,3163.11,PAN,DESCONOCIDO,Colon
636,2024-06-10,CLI100, DEPOSITO ,2001.36,USD,PENDIENTE,Colon
637,2024-12-09,CLI042,RETIRO,3013.74,,RECHAZADA,Panama Viejo
638,20/03/2024,  CLI059  ,retiro,$908.2,USD,DESCONOCIDO,Centro 
639,2024-04-20,  CLI026  ,RETIRO,4746.52,PAN,,  Los Santos
640,2024-04-11,CLI039, DEPOSITO ,3891.17,,APROBADA,
641,05/11/2024,CLI032,TRANSFERENCIA,-76.69,EUR,APROBADA,Centro 
642,2024-10-22,CLI076,deposito,499.29,,,  Los Santos
643,2024-12-18,CLI099,retiro,387.99,,,  Los Santos
644,2024-10-10,CLI094,RETIRO,3781.75,,,  Los Santos
645,2024-01-23,CLI098,TRANSFERENCIA,1018.31,EUR,,Centro 
646,07/03/2024,CLI020,DEPOSITO,3262.57,,RECHAZADA,Panama Viejo
647,2024-12-09,  CLI053  ,RETIRO,887.97,,PENDIENTE,Panama Viejo
648,2024-10-03,  CLI070  ,TRANFERENCIA,3394.74,EUR,,
649,2024-11-27,CLI089,deposito,2319.51,EUR,RECHAZADA,Panama Viejo
650,20/03/2024,CLI043,TRANSFERENCIA,3317.73,PAN,RECHAZADA,Centro 
651,2024-11-23,  CLI085  ,RETIRO,$3227.86,PAN,DESCONOCIDO,Colon
652,23/01/2024,CLI095,DEPOSITO,2116.83,,PENDIENTE,Panama Viejo
653,08/12/2024,CLI014,deposito,4006.28,,,Centro 
654,20/01/2024,CLI031,retiro,120.92,,RECHAZADA,
655,2024-06-22,CLI008,DEPOSITO,4616.79,,APROBADA,Centro 
656,2024-02-10,CLI019, DEPOSITO ,3906.01,EUR,RECHAZADA,Colon
657,2024-10-03,CLI012,deposito,491.93,PAN,,  Los Santos
658,2024-03-28,  CLI030  ,DEPOSITO,3579.16,PAN,RECHAZADA,Colon
659,2024-03-11,CLI067,deposito,1562.46,EUR,DESCONOCIDO,
660,2024-03-06,CLI048,DEPOSITO,3351.95,,PENDIENTE,  Los Santos
661,2024-03-02,CLI096,retiro,3872.77,PAN,,Centro 
662,2024-05-15,  CLI013  , DEPOSITO ,400.13,USD,,Colon
663,2024-02-26,CLI082,TRANFERENCIA,4336.42,,DESCONOCIDO,
664,2024-07-05,CLI010, DEPOSITO ,1025.38,,APROBADA,Centro 
665,20/11/2024,CLI008,retiro,2370.48,USD,RECHAZADA,Panama Viejo
666,05/10/2024,CLI017,deposito,639.2,USD,PENDIENTE,
667,2024-02-21,CLI034,TRANSFERENCIA,2220.45,,RECHAZADA,
668,2024-03-20,CLI051,DEPOSITO,595.66,EUR,PENDIENTE,Panama Viejo
669,17/06/2024,CLI095,deposito,3123.31,EUR,,Panama Viejo
670,01/04/2024,CLI058,RETIRO,931.28,PAN,PENDIENTE,Centro 
671,2024-01-23,CLI010, DEPOSITO ,$3464.13,EUR,,
672,14/11/2024,CLI018, DEPOSITO ,$691.14,EUR,APROBADA,Colon
673,2024-07-27,CLI075,TRANSFERENCIA,2238.75,EUR,APROBADA,Panama Viejo
674,2024-08-04,  CLI014  ,retiro,1652.24,PAN,,Panama Viejo
675,14/08/2024,  CLI060  , DEPOSITO ,2978.54,PAN,APROBADA,
676,2024-04-11,CLI016, DEPOSITO ,3153.8,EUR,,  Los Santos
677,20/01/2024,CLI099,retiro,766.67,EUR,DESCONOCIDO,Panama Viejo
678,2024-07-18,CLI040,DEPOSITO,4260.52,EUR,APROBADA,  Los Santos
679,2024-01-28,CLI016,DEPOSITO,$4286.3,,,  Los Santos
680,2024-02-27,  CLI088  ,deposito,4977.89,EUR,APROBADA,
681,14/10/2024,CLI091,RETIRO,4168.64,,,Colon
682,2024-12-28,CLI006,TRANFERENCIA,3623.09,,DESCONOCIDO,
683,27/07/2024,CLI042,RETIRO,1157.94,USD,,Panama Viejo
684,2024-07-25,  CLI092  ,TRANFERENCIA,2855.28,USD,DESCONOCIDO,  Los Santos
685,17/09/2024,CLI046,TRANSFERENCIA,2918.04,,PENDIENTE,  Los Santos
686,07/12/2024,CLI007,RETIRO,$2872.77,USD,PENDIENTE,Panama Viejo
687,24/04/2024,CLI034,retiro,$4901.12,,PENDIENTE,Centro 
688,2024-01-29,CLI023, DEPOSITO ,$2358.56,,PENDIENTE,Centro 
689,2024-02-06,  CLI052  ,retiro,71.46,USD,DESCONOCIDO,Panama Viejo
690,2024-06-30,CLI072,DEPOSITO,2344.27,PAN,DESCONOCIDO,Colon
691,2024-08-22,CLI032,DEPOSITO,4088.59,EUR,,
692,2024-02-01,  CLI014  ,retiro,1126.61,,DESCONOCIDO,Centro 
693,08/12/2024,CLI018,retiro,-36.64,,,
694,23/07/2024,  CLI008  ,TRANSFERENCIA,4744.66,PAN,PENDIENTE,Colon
695,27/02/2024,CLI029,TRANSFERENCIA,$1485.99,,APROBADA,
696,2024-02-26,  CLI052  ,RETIRO,362.72,,PENDIENTE,Panama Viejo
697,21/05/2024,CLI081,retiro,1454.67,EUR,RECHAZADA,Centro 
698,2024-12-09,CLI011,RETIRO,4275.4,USD,APROBADA,Centro 
